totalTradedVolume,yearLow,lastUpdateTime,open,pChange,totalTradedValue,symbol,priority,meta,yearHigh,chartTodayPath,chart365dPath,dayHigh,lastPrice,ffmc,date30dAgo,perChange30d,chart30dPath,change,perChange365d,identifier,dayLow,previousClose,nearWKL,date365dAgo,series,nearWKH,stockIndClosePrice
774354,4755,,8220,-2.15,6252273579.72,EICHERMOT,0,"{'symbol': 'EICHERMOT', 'companyName': 'Eicher Motors Limited', 'industry': '2/3 Wheelers', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE066A01021', 'slb_isin': 'INE066A01021', 'listingDate': '2004-09-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",8230,https://nsearchives.nseindia.com/today/EICHERMOTEQN.svg,https://nsearchives.nseindia.com/365d/EICHERMOT-EQ.svg,8230,8014,1100071745518.56,27-Jan-2026,11.86,https://nsearchives.nseindia.com/30d/EICHERMOT-EQ.svg,-176,62.37,EICHERMOTEQN,7987,8190,-68.53838065194532,27-Feb-2025,EQ,2.6245443499392467,0
15951041,335.6,,393.65,-2.06,6151359451.24,TMPV,0,"{'symbol': 'TMPV', 'companyName': 'Tata Motors Passenger Vehicles Limited', 'industry': 'Passenger Cars & Utility Vehicles', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE155A01022', 'slb_isin': 'INE155A01022', 'listingDate': '1998-07-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",744,https://nsearchives.nseindia.com/today/TMPVEQN.svg,https://nsearchives.nseindia.com/365d/TMPV-EQ.svg,394.05,383.5,799700399576.07,27-Jan-2026,12.61,https://nsearchives.nseindia.com/30d/TMPV-EQ.svg,-8.05,-40.87,TMPVEQN,380.95,391.55,-14.272943980929671,27-Feb-2025,EQ,48.454301075268816,0
5601117,566.5,,1099,-2.27,6060128538.15,SHRIRAMFIN,0,"{'symbol': 'SHRIRAMFIN', 'companyName': 'Shriram Finance Limited', 'industry': 'Non Banking Financial Company (NBFC)', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'N2', 'N3', 'N4', 'N5', 'N6', 'N7', 'N8', 'N9', 'NA', 'NB', 'NC', 'ND', 'NE', 'NF', 'NG', 'NH', 'NI', 'NJ', 'NK', 'NL', 'NM', 'NN', 'NO', 'NP', 'NQ', 'NR', 'NS', 'NT', 'NU', 'NV', 'NW', 'NX', 'NY', 'NZ', 'Y1', 'Y2', 'Y3', 'Y4', 'Y5', 'Y6', 'Y7', 'Y8', 'Y9', 'YA', 'YB', 'YC', 'YD', 'YG', 'YH', 'YJ', 'YK', 'YM', 'YN', 'YO', 'YQ', 'YR', 'YT', 'YU', 'YV', 'YX', 'YY', 'Z1', 'Z2', 'Z3', 'Z6', 'Z7', 'ZA', 'ZD', 'ZG', 'ZJ'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE721A01047', 'slb_isin': 'INE721A01047', 'listingDate': '1996-12-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1108,https://nsearchives.nseindia.com/today/SHRIRAMFINEQN.svg,https://nsearchives.nseindia.com/365d/SHRIRAMFIN-EQ.svg,1103.9,1079.5,1507790158261.6,27-Jan-2026,7.84,https://nsearchives.nseindia.com/30d/SHRIRAMFIN-EQ.svg,-25.1,77.9,SHRIRAMFINEQN,1073.3,1104.6,-90.55604589585172,27-Feb-2025,EQ,2.572202166064982,0
2531619,2124.75,,2385,-0.82,6016088759.22,ASIANPAINT,0,"{'symbol': 'ASIANPAINT', 'companyName': 'Asian Paints Limited', 'industry': 'Paints', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE021A01026', 'slb_isin': 'INE021A01026', 'listingDate': '1995-05-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",2985.7,https://nsearchives.nseindia.com/today/ASIANPAINTEQN.svg,https://nsearchives.nseindia.com/365d/ASIANPAINT-EQ.svg,2397.6,2375.2,1071015691479.07,27-Jan-2026,-9.44,https://nsearchives.nseindia.com/30d/ASIANPAINT-EQ.svg,-19.7,7.3,ASIANPAINTEQN,2359,2394.9,-11.787269090481225,27-Feb-2025,EQ,20.447466255819407,0
1199332,4267.55,,4890,-2.09,5793193326.2,INDIGO,0,"{'symbol': 'INDIGO', 'companyName': 'InterGlobe Aviation Limited', 'industry': 'Airline', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE646L01027', 'slb_isin': 'INE646L01027', 'listingDate': '2015-11-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",6232.5,https://nsearchives.nseindia.com/today/INDIGOEQN.svg,https://nsearchives.nseindia.com/365d/INDIGO-EQ.svg,4920,4830.3,1089055402559.07,27-Jan-2026,1.29,https://nsearchives.nseindia.com/30d/INDIGO-EQ.svg,-103.2,8.71,INDIGOEQN,4792,4933.5,-13.186723061241226,27-Feb-2025,EQ,22.498194945848372,0
25598534,125.3,,215.5,-1.36,5466566935.7,TATASTEEL,0,"{'symbol': 'TATASTEEL', 'companyName': 'Tata Steel Limited', 'industry': 'Iron & Steel', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['B1', 'E1', 'Q1', 'IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE081A01020', 'slb_isin': 'INE081A01020', 'listingDate': '1998-11-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",216.45,https://nsearchives.nseindia.com/today/TATASTEELEQN.svg,https://nsearchives.nseindia.com/365d/TATASTEEL-EQ.svg,215.9,212.59,1752291330079.14,27-Jan-2026,10.56,https://nsearchives.nseindia.com/30d/TATASTEEL-EQ.svg,-2.93,53.28,TATASTEELEQN,211.66,215.52,-69.66480446927375,27-Feb-2025,EQ,1.7833217833217765,0
698131,6001,,7735.5,0.55,5459558952.75,APOLLOHOSP,0,"{'symbol': 'APOLLOHOSP', 'companyName': 'Apollo Hospitals Enterprise Limited', 'industry': 'Hospital', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE437A01024', 'slb_isin': 'INE437A01024', 'listingDate': '1996-01-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",8099.5,https://nsearchives.nseindia.com/today/APOLLOHOSPEQN.svg,https://nsearchives.nseindia.com/365d/APOLLOHOSP-EQ.svg,7870.5,7818,802505517765.12,27-Jan-2026,15.08,https://nsearchives.nseindia.com/30d/APOLLOHOSP-EQ.svg,43,26.4,APOLLOHOSPEQN,7731.5,7775,-30.27828695217464,27-Feb-2025,EQ,3.475523180443237,0
3041489,1548,,1779,-2.4,5326468441.03,SUNPHARMA,0,"{'symbol': 'SUNPHARMA', 'companyName': 'Sun Pharmaceutical Industries Limited', 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['P1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE044A01036', 'slb_isin': 'INE044A01036', 'listingDate': '1995-02-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1851.2,https://nsearchives.nseindia.com/today/SUNPHARMAEQN.svg,https://nsearchives.nseindia.com/365d/SUNPHARMA-EQ.svg,1788.1,1742.9,1840364584735.53,27-Jan-2026,6.35,https://nsearchives.nseindia.com/30d/SUNPHARMA-EQ.svg,-42.8,5.79,SUNPHARMAEQN,1730.9,1785.7,-12.590439276485792,27-Feb-2025,EQ,5.850259291270525,0
18554482,205,,278.5,-0.36,5201934573.52,ONGC,0,"{'symbol': 'ONGC', 'companyName': 'Oil & Natural Gas Corporation Limited', 'industry': 'Oil Exploration & Production', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE213A01029', 'slb_isin': 'INE213A01029', 'listingDate': '1995-07-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",282.5,https://nsearchives.nseindia.com/today/ONGCEQN.svg,https://nsearchives.nseindia.com/365d/ONGC-EQ.svg,282.5,279.1,1081141088231.72,27-Jan-2026,12.56,https://nsearchives.nseindia.com/30d/ONGC-EQ.svg,-1,20.82,ONGCEQN,277,280.1,-36.14634146341464,27-Feb-2025,EQ,1.2035398230088414,0
5418634,546.45,,938.95,-1.69,5035482389.86,HINDALCO,0,"{'symbol': 'HINDALCO', 'companyName': 'Hindalco Industries Limited', 'industry': 'Aluminium', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['E1', 'E2', 'P1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE038A01020', 'slb_isin': 'INE038A01020', 'listingDate': '1997-01-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1029.8,https://nsearchives.nseindia.com/today/HINDALCOEQN.svg,https://nsearchives.nseindia.com/365d/HINDALCO-EQ.svg,943.35,925.4,1335129990956.3,27-Jan-2026,-3.79,https://nsearchives.nseindia.com/30d/HINDALCO-EQ.svg,-15.9,46.44,HINDALCOEQN,922.6,941.3,-69.34760728337449,27-Feb-2025,EQ,10.137890852592735,0
1146258,2925,,4341.6,-0.22,4962242582.64,TITAN,0,"{'symbol': 'TITAN', 'companyName': 'Titan Company Limited', 'industry': 'Gems Jewellery And Watches', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE280A01028', 'slb_isin': 'INE280A01028', 'listingDate': '2004-09-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",4378.4,https://nsearchives.nseindia.com/today/TITANEQN.svg,https://nsearchives.nseindia.com/365d/TITAN-EQ.svg,4352,4333,1783442952690.03,27-Jan-2026,8.41,https://nsearchives.nseindia.com/30d/TITAN-EQ.svg,-9.6,34.44,TITANEQN,4311.8,4342.6,-48.136752136752136,27-Feb-2025,EQ,1.0369084597113019,0
3510396,1020,,1313.8,-2.22,4521635775.72,DRREDDY,0,"{'symbol': 'DRREDDY', 'companyName': ""Dr. Reddy's Laboratories Limited"", 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE089A01031', 'slb_isin': 'INE089A01031', 'listingDate': '2003-05-30', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1379.7,https://nsearchives.nseindia.com/today/DRREDDYEQN.svg,https://nsearchives.nseindia.com/365d/DRREDDY-EQ.svg,1317.2,1290,783924701618.03,27-Jan-2026,4.05,https://nsearchives.nseindia.com/30d/DRREDDY-EQ.svg,-29.3,14.61,DRREDDYEQN,1278.2,1319.3,-26.470588235294116,27-Feb-2025,EQ,6.501413350728422,0
11548959,306.55,,381,0.03,4418054265.45,NTPC,0,"{'symbol': 'NTPC', 'companyName': 'NTPC Limited', 'industry': 'Power Generation', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'N4', 'U1', 'U4'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE733E01010', 'slb_isin': 'INE733E01010', 'listingDate': '2004-11-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",388.55,https://nsearchives.nseindia.com/today/NTPCEQN.svg,https://nsearchives.nseindia.com/365d/NTPC-EQ.svg,385.2,382,1805980194265.48,27-Jan-2026,10.82,https://nsearchives.nseindia.com/30d/NTPC-EQ.svg,0.1,21,NTPCEQN,380.15,381.9,-24.61262436796607,27-Feb-2025,EQ,1.6857547291210941,0
13892595,302,,316,-1.29,4372416424.35,ITC,0,"{'symbol': 'ITC', 'companyName': 'ITC Limited', 'industry': 'Diversified FMCG', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE154A01025', 'slb_isin': 'INE154A01025', 'listingDate': '1995-08-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",444.2,https://nsearchives.nseindia.com/today/ITCEQN.svg,https://nsearchives.nseindia.com/365d/ITC-EQ.svg,317.75,314.2,3019613680463.55,27-Jan-2026,-1.4,https://nsearchives.nseindia.com/30d/ITC-EQ.svg,-4.1,-21.76,ITCEQN,312.65,318.3,-4.0397350993377446,27-Feb-2025,EQ,29.266096352994147,0
976499,3645,,3856,1.35,3802867940.61,TRENT,0,"{'symbol': 'TRENT', 'companyName': 'Trent Limited', 'industry': 'Speciality Retail', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['N1', 'Q1', 'Q2', 'W1', 'IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE849A01020', 'slb_isin': 'INE849A01020', 'listingDate': '2004-06-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",6261,https://nsearchives.nseindia.com/today/TRENTEQN.svg,https://nsearchives.nseindia.com/365d/TRENT-EQ.svg,3930,3908,864645247823.81,27-Jan-2026,2.97,https://nsearchives.nseindia.com/30d/TRENT-EQ.svg,52,-18.67,TRENTEQN,3840,3856,-7.215363511659808,27-Feb-2025,EQ,37.58185593355694,0
2601590,1209.4,,1391,-0.55,3553485765.1,TECHM,0,"{'symbol': 'TECHM', 'companyName': 'Tech Mahindra Limited', 'industry': 'Computers - Software & Consulting', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE669C01036', 'slb_isin': 'INE669C01036', 'listingDate': '2006-08-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1854,https://nsearchives.nseindia.com/today/TECHMEQN.svg,https://nsearchives.nseindia.com/365d/TECHM-EQ.svg,1410.4,1354.3,857438287601.87,27-Jan-2026,-22.39,https://nsearchives.nseindia.com/30d/TECHM-EQ.svg,-7.5,-14.73,TECHMEQN,1354,1361.8,-11.981147676533805,27-Feb-2025,EQ,26.95253505933118,0
2609711,1281.7,,1353,-0.89,3514341221.04,CIPLA,0,"{'symbol': 'CIPLA', 'companyName': 'Cipla Limited', 'industry': 'Pharmaceuticals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE059A01026', 'slb_isin': 'INE059A01026', 'listingDate': '1995-02-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",1673,https://nsearchives.nseindia.com/today/CIPLAEQN.svg,https://nsearchives.nseindia.com/365d/CIPLA-EQ.svg,1356.9,1346,755201197159.24,27-Jan-2026,2.51,https://nsearchives.nseindia.com/30d/CIPLA-EQ.svg,-12.1,-6.6,CIPLAEQN,1338.5,1358.1,-5.016774596239366,27-Feb-2025,EQ,19.54572624028691,0
8147373,352.4,,432.8,-0.69,3503370390,COALINDIA,0,"{'symbol': 'COALINDIA', 'companyName': 'Coal India Limited', 'industry': 'Coal', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE522F01014', 'slb_isin': 'INE522F01014', 'listingDate': '2010-11-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",461.55,https://nsearchives.nseindia.com/today/COALINDIAEQN.svg,https://nsearchives.nseindia.com/365d/COALINDIA-EQ.svg,434.4,430.5,974777341677.05,27-Jan-2026,1.8,https://nsearchives.nseindia.com/30d/COALINDIA-EQ.svg,-3,18.32,COALINDIAEQN,425.45,433.5,-22.16231555051079,27-Feb-2025,EQ,6.727331816704584,0
272915,10047.85,,12895,-2.22,3466077812.15,ULTRACEMCO,0,"{'symbol': 'ULTRACEMCO', 'companyName': 'UltraTech Cement Limited', 'industry': 'Cement & Cement Products', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE481G01011', 'slb_isin': 'INE481G01011', 'listingDate': '2004-08-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",13110,https://nsearchives.nseindia.com/today/ULTRACEMCOEQN.svg,https://nsearchives.nseindia.com/365d/ULTRACEMCO-EQ.svg,12897,12650,1495423093564.33,27-Jan-2026,0.48,https://nsearchives.nseindia.com/30d/ULTRACEMCO-EQ.svg,-287,21.08,ULTRACEMCOEQN,12640,12937,-25.89758007932045,27-Feb-2025,EQ,3.508771929824561,0
13283249,198.65,,257,-0.49,3408216028.42,JIOFIN,0,"{'symbol': 'JIOFIN', 'companyName': 'Jio Financial Services Limited', 'industry': 'Investment Company', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE758E01017', 'slb_isin': 'INE758E01017', 'listingDate': '2023-08-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",338.6,https://nsearchives.nseindia.com/today/JIOFINEQN.svg,https://nsearchives.nseindia.com/365d/JIOFIN-EQ.svg,259.2,254.9,833254205579.03,27-Jan-2026,-0.45,https://nsearchives.nseindia.com/30d/JIOFIN-EQ.svg,-1.25,14.98,JIOFINEQN,254.65,256.15,-28.316133903850993,27-Feb-2025,EQ,24.71943295924395,0
1153378,2301.65,,2845,-2.43,3233229946.06,GRASIM,0,"{'symbol': 'GRASIM', 'companyName': 'Grasim Industries Limited', 'industry': 'Cement & Cement Products', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': ['IL'], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE047A01021', 'slb_isin': 'INE047A01021', 'listingDate': '1995-05-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",2979,https://nsearchives.nseindia.com/today/GRASIMEQN.svg,https://nsearchives.nseindia.com/365d/GRASIM-EQ.svg,2864.6,2794,1064388442337.44,27-Jan-2026,-2.18,https://nsearchives.nseindia.com/30d/GRASIM-EQ.svg,-69.5,19.4,GRASIMEQN,2784,2863.5,-21.391175895553186,27-Feb-2025,EQ,6.210137630077207,0
1433096,1848,,2210,-2.68,3113759334,ADANIENT,0,"{'symbol': 'ADANIENT', 'companyName': 'Adani Enterprises Limited', 'industry': 'Trading - Minerals', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': True, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE423A01024', 'slb_isin': 'INE423A01024', 'listingDate': '1997-06-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",2616.5,https://nsearchives.nseindia.com/today/ADANIENTEQN.svg,https://nsearchives.nseindia.com/365d/ADANIENT-EQ.svg,2216.4,2157,560247365879.56,27-Jan-2026,10.08,https://nsearchives.nseindia.com/30d/ADANIENT-EQ.svg,-59.4,5.25,ADANIENTEQN,2153,2216.4,-16.72077922077922,27-Feb-2025,EQ,17.561628129180203,0
1374835,1379.85,,2076.1,-2.13,2806918129.4,SBILIFE,0,"{'symbol': 'SBILIFE', 'companyName': 'SBI Life Insurance Company Limited', 'industry': 'Life Insurance', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE123W01016', 'slb_isin': 'INE123W01016', 'listingDate': '2017-10-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",2132,https://nsearchives.nseindia.com/today/SBILIFEEQN.svg,https://nsearchives.nseindia.com/365d/SBILIFE-EQ.svg,2093.8,2038.5,912703018235.23,27-Jan-2026,0.01,https://nsearchives.nseindia.com/30d/SBILIFE-EQ.svg,-44.3,38.7,SBILIFEEQN,2030.9,2082.8,-47.733449287966096,27-Feb-2025,EQ,4.385553470919325,0
13288519,199.12,,204,-0.05,2678035234.07,WIPRO,0,"{'symbol': 'WIPRO', 'companyName': 'Wipro Limited', 'industry': 'Computers - Software & Consulting', 'activeSeries': ['EQ', 'T0'], 'debtSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': False, 'isDelisted': False, 'isin': 'INE075A01022', 'slb_isin': 'INE075A01022', 'listingDate': '1995-11-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '27-Feb-2026 16:00:00', 'preOpenTime': '27-Feb-2026 09:07:09', 'QuotePreOpenFlag': False}}",295.8,https://nsearchives.nseindia.com/today/WIPROEQN.svg,https://nsearchives.nseindia.com/365d/WIPRO-EQ.svg,204,200.98,572307041953.7,27-Jan-2026,-14.4,https://nsearchives.nseindia.com/30d/WIPRO-EQ.svg,-0.1,-31.76,WIPROEQN,200.05,201.08,-0.934110084371226,27-Feb-2025,EQ,32.0554428668019,0
